,0,1,2,3,4,5,6,7,8,9
4984,0.05263157894736842,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2549,0.05263157894736842,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3841,0.07894736842105263,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4411,0.10526315789473684,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2969,0.21052631578947367,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
184,0.07894736842105263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1722,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
974,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1613,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
153,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2831,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1105,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1643,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4338,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5478,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2965,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1277,0.21052631578947367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
657,0.5263157894736842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,0.5526315789473684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,0.5789473684210527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5599,0.6052631578947368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,0.631578947368421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,0.7105263157894737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,0.763157894736842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,0.9210526315789473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,0.07894736842105263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3375,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1051,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3453,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
858,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4625,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2497,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
788,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
77,0.05263157894736842,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3461,0.05263157894736842,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2909,0.18421052631578946,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
807,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5301,0.05263157894736842,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3781,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
5561,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2667,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
713,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1973,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3731,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
220,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
812,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1816,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3577,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5766,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
818,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4148,0.05263157894736842,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5132,0.13157894736842105,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4332,0.18421052631578946,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2399,0.21052631578947367,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4265,0.7894736842105263,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
741,0.10526315789473684,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1930,0.2631578947368421,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2108,0.42105263157894735,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3018,0.2894736842105263,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3129,0.4473684210526315,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4187,0.3157894736842105,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5490,0.3157894736842105,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3506,0.3421052631578947,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2262,0.5263157894736842,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1514,0.5789473684210527,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3317,0.7105263157894737,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
501,0.05263157894736842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4148,0.05263157894736842,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3577,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5766,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1816,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
818,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4330,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3047,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
982,0.5526315789473684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,0.7368421052631579,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1563,0.7368421052631579,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2461,0.7368421052631579,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1538,0.763157894736842,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3814,0.763157894736842,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2517,0.8157894736842105,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1950,0.8684210526315789,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2034,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2675,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1256,0.8684210526315789,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1071,0.6578947368421052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1563,0.7368421052631579,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2461,0.7368421052631579,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1538,0.763157894736842,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3814,0.763157894736842,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1343,0.7368421052631579,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2517,0.8157894736842105,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1950,0.8684210526315789,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2034,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2675,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1256,0.8684210526315789,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
448,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,0.5526315789473684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,0.5789473684210527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5599,0.6052631578947368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4743,0.7368421052631579,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1330,0.631578947368421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,0.7105263157894737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
587,0.7894736842105263,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
578,0.7105263157894737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,0.763157894736842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,0.9210526315789473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
501,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4072,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1000,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4981,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3390,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1469,0.23684210526315788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
514,0.7105263157894737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2057,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2444,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2268,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
149,0.02631578947368421,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4307,0.15789473684210525,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2969,0.21052631578947367,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5579,0.18421052631578946,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3269,0.18421052631578946,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2212,0.18421052631578946,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1949,0.23684210526315788,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4436,0.23684210526315788,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2219,0.2894736842105263,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5509,0.3157894736842105,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3422,0.5263157894736842,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
269,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3421,0.21052631578947367,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5732,0.21052631578947367,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5103,0.21052631578947367,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5048,0.23684210526315788,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1457,0.2631578947368421,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2525,0.2631578947368421,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15,0.2894736842105263,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4169,0.3421052631578947,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5486,0.3421052631578947,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2041,0.39473684210526316,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
949,0.05263157894736842,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1791,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
5597,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2851,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
5010,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1878,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
474,0.05263157894736842,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2335,0.05263157894736842,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
5661,0.15789473684210525,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2637,0.2894736842105263,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1079,0.21052631578947367,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1036,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5046,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
939,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4725,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2624,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
334,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3519,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
974,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
153,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2831,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2965,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1613,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5478,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1105,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4338,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1643,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1438,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
779,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5766,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
818,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1816,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3577,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4330,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3047,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1436,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,0.5526315789473684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,0.5789473684210527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5599,0.6052631578947368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4743,0.7368421052631579,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1330,0.631578947368421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,0.7105263157894737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
587,0.7894736842105263,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
578,0.7105263157894737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,0.763157894736842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,0.9210526315789473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3014,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
268,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
816,0.05263157894736842,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
4512,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4235,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5287,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
693,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1142,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3519,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
974,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
153,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2831,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2965,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1613,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5478,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1105,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4338,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1643,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1077,0.631578947368421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
632,0.5789473684210527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5599,0.6052631578947368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3317,0.7105263157894737,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1330,0.631578947368421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4730,0.47368421052631576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
578,0.7105263157894737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5099,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2085,0.763157894736842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,0.7105263157894737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2112,0.9210526315789473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,0.07894736842105263,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2624,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3216,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1637,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1493,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4937,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3658,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
368,0.15789473684210525,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
677,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
729,0.02631578947368421,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5567,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
743,0.02631578947368421,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3165,0.2894736842105263,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3481,0.3157894736842105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
678,0.3157894736842105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4721,0.3157894736842105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,0.3421052631578947,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
476,0.3421052631578947,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,0.3684210526315789,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
371,0.39473684210526316,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5511,0.4473684210526315,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3267,0.5526315789473684,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3495,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2632,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3489,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5657,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
